"","dynamicColors","mergedColors"
"GTF3C4","green","black"
"GTF3C5","grey","grey"
"GTF3C6","grey","grey"
"GTPBP1","pink","pink"
"GTPBP10","red","black"
"GTPBP2","brown","pink"
"GTPBP3","brown","pink"
"GTPBP4","black","black"
"GTPBP6","brown","pink"
"GTPBP8","black","black"
"GTSE1","midnightblue","cyan"
"GTSF1","grey","grey"
"GUCA1B","grey","grey"
"GUCD1","grey","grey"
"GUCY2C","turquoise","turquoise"
"GUCY2D","grey","grey"
"GUF1","green","black"
"GUK1","magenta","pink"
"GUSB","grey","grey"
"GVQW2","grey","grey"
"GXYLT1","red","black"
"GXYLT2","grey","grey"
"GYG1","turquoise","turquoise"
"GYG2","grey","grey"
"GYPA","purple","purple"
"GYPB","purple","purple"
"GYPC","purple","purple"
"GYPE","purple","purple"
"GYS1","grey","grey"
"GZF1","grey","grey"
"GZMA","greenyellow","greenyellow"
"GZMB","greenyellow","greenyellow"
"GZMH","greenyellow","greenyellow"
"GZMK","greenyellow","greenyellow"
"GZMM","greenyellow","greenyellow"
"H1F0","grey","grey"
"H1FNT","grey","grey"
"H1FOO","grey","grey"
"H1FX","magenta","pink"
"H2AFJ","turquoise","turquoise"
"H2AFV","grey","grey"
"H2AFX","magenta","pink"
"H2AFY","grey","grey"
"H2AFY2","grey","grey"
"H2AFZ","midnightblue","cyan"
"H3F3A","blue","black"
"H3F3B","grey","grey"
"H3F3C","grey","grey"
"H6PD","grey","grey"
"HAAO","grey","grey"
"HABP4","greenyellow","greenyellow"
"HACD1","turquoise","turquoise"
"HACD2","black","black"
"HACD3","green","black"
"HACD4","blue","black"
"HACE1","blue","black"
"HACL1","green","black"
"HADH","cyan","cyan"
"HADHA","tan","tan"
"HADHB","grey","grey"
"HAGH","purple","purple"
"HAGHL","grey","grey"
"HAL","grey","grey"
"HAMP","grey","grey"
"HAPLN3","greenyellow","greenyellow"
"HARBI1","grey","grey"
"HARS","grey","grey"
"HARS2","grey","grey"
"HAS1","grey","grey"
"HAS3","grey","grey"
"HAT1","black","black"
"HAUS1","black","black"
"HAUS2","cyan","cyan"
"HAUS3","red","black"
"HAUS4","grey","grey"
"HAUS5","brown","pink"
"HAUS6","green","black"
"HAUS7","grey","grey"
"HAUS8","midnightblue","cyan"
"HAVCR1","grey","grey"
"HAVCR2","turquoise","turquoise"
"HAX1","tan","tan"
"HBA1","purple","purple"
"HBA2","purple","purple"
"HBB","purple","purple"
"HBD","purple","purple"
"HBE1","purple","purple"
"HBEGF","grey","grey"
"HBG1","purple","purple"
"HBG2","purple","purple"
"HBM","purple","purple"
"HBP1","blue","black"
"HBQ1","purple","purple"
"HBS1L","blue","black"
"HCAR2","grey","grey"
"HCAR3","grey","grey"
"HCCS","turquoise","turquoise"
"HCFC1","pink","pink"
"HCFC1R1","magenta","pink"
"HCFC2","blue","black"
"HCK","turquoise","turquoise"
"HCLS1","turquoise","turquoise"
"HCN2","grey","grey"
"HCN3","grey","grey"
"HCRT","grey","grey"
"HCRTR1","grey","grey"
"HCST","red","black"
"HDAC1","grey","grey"
"HDAC10","brown","pink"
"HDAC11","grey","grey"
"HDAC2","black","black"
"HDAC3","grey","grey"
"HDAC4","turquoise","turquoise"
"HDAC5","brown","pink"
"HDAC6","brown","pink"
"HDAC7","grey","grey"
"HDAC8","green","black"
"HDAC9","turquoise","turquoise"
"HDC","grey","grey"
"HDDC2","grey","grey"
"HDDC3","magenta","pink"
"HDGF","grey","grey"
"HDHD2","green","black"
"HDHD3","grey","grey"
"HDLBP","grey","grey"
"HDX","grey","grey"
"HEATR1","green","black"
"HEATR3","grey","grey"
"HEATR4","yellow","black"
"HEATR5A","grey","grey"
"HEATR5B","blue","black"
"HEATR6","grey","grey"
"HEATR9","greenyellow","greenyellow"
"HEBP1","grey","grey"
"HEBP2","grey","grey"
"HECA","turquoise","turquoise"
"HECTD1","blue","black"
"HECTD2","grey","grey"
"HECTD3","brown","pink"
"HECTD4","blue","black"
"HEG1","greenyellow","greenyellow"
"HELB","blue","black"
"HELLS","cyan","cyan"
"HELQ","red","black"
"HELZ","blue","black"
"HELZ2","turquoise","turquoise"
"HEMGN","purple","purple"
"HEMK1","yellow","black"
"HENMT1","grey","grey"
"HEPACAM2","purple","purple"
"HERC1","blue","black"
"HERC2","green","black"
"HERC3","blue","black"
"HERC4","blue","black"
"HERC5","grey","grey"
"HERC6","grey","grey"
"HERPUD1","turquoise","turquoise"
"HERPUD2","grey","grey"
"HES1","salmon","salmon"
"HES4","grey","grey"
"HES6","purple","purple"
"HESX1","grey","grey"
"HEXA","grey","grey"
"HEXB","turquoise","turquoise"
"HEXIM1","grey","grey"
"HEXIM2","grey","grey"
"HEYL","grey","grey"
"HFE","turquoise","turquoise"
"HGD","purple","purple"
"HGF","grey","grey"
"HGH1","pink","pink"
"HGS","magenta","pink"
"HGSNAT","grey","grey"
"HHAT","grey","grey"
"HHEX","grey","grey"
"HHIP","grey","grey"
"HHIPL2","grey","grey"
"HHLA2","grey","grey"
"HHLA3","grey","grey"
"HIBADH","grey","grey"
"HIBCH","green","black"
"HIC1","grey","grey"
"HIC2","grey","grey"
"HID1","salmon","salmon"
"HIF1A","grey","grey"
"HIF1AN","blue","black"
"HIGD1A","grey","grey"
"HIGD1B","grey","grey"
"HIGD1C","grey","grey"
"HIGD2A","blue","black"
"HILPDA","grey","grey"
"HINFP","yellow","black"
"HINT1","tan","tan"
"HINT2","blue","black"
"HINT3","brown","pink"
"HIP1","turquoise","turquoise"
"HIP1R","turquoise","turquoise"
"HIPK1","grey","grey"
"HIPK2","turquoise","turquoise"
"HIPK3","pink","pink"
"HIPK4","grey","grey"
"HIRA","pink","pink"
"HIRIP3","cyan","cyan"
"HIST1H1A","grey","grey"
"HIST1H1B","grey","grey"
"HIST1H1C","grey","grey"
"HIST1H1D","grey","grey"
"HIST1H1E","grey","grey"
"HIST1H1T","grey","grey"
"HIST1H2AB","grey","grey"
"HIST1H2AC","grey","grey"
"HIST1H2AD","grey","grey"
"HIST1H2AE","grey","grey"
"HIST1H2AG","grey","grey"
"HIST1H2AH","grey","grey"
"HIST1H2AI","grey","grey"
"HIST1H2AJ","grey","grey"
"HIST1H2AL","grey","grey"
"HIST1H2AM","grey","grey"
"HIST1H2BB","grey","grey"
"HIST1H2BC","grey","grey"
"HIST1H2BD","grey","grey"
"HIST1H2BE","grey","grey"
"HIST1H2BF","grey","grey"
"HIST1H2BG","grey","grey"
"HIST1H2BH","grey","grey"
"HIST1H2BI","grey","grey"
"HIST1H2BJ","grey","grey"
"HIST1H2BK","grey","grey"
"HIST1H2BL","grey","grey"
"HIST1H2BM","grey","grey"
"HIST1H2BN","grey","grey"
"HIST1H2BO","grey","grey"
"HIST1H3A","grey","grey"
"HIST1H3B","grey","grey"
"HIST1H3C","grey","grey"
"HIST1H3D","grey","grey"
"HIST1H3E","grey","grey"
"HIST1H3F","grey","grey"
"HIST1H3G","grey","grey"
"HIST1H3H","grey","grey"
"HIST1H3I","grey","grey"
"HIST1H3J","grey","grey"
"HIST1H4A","grey","grey"
"HIST1H4B","grey","grey"
"HIST1H4C","grey","grey"
"HIST1H4D","grey","grey"
"HIST1H4E","grey","grey"
"HIST1H4F","grey","grey"
"HIST1H4H","grey","grey"
"HIST1H4I","grey","grey"
"HIST1H4J","grey","grey"
"HIST1H4K","grey","grey"
"HIST1H4L","grey","grey"
"HIST2H2AA3","grey","grey"
"HIST2H2AA4","grey","grey"
"HIST2H2AB","grey","grey"
"HIST2H2AC","grey","grey"
"HIST2H2BE","grey","grey"
"HIST2H2BF","grey","grey"
"HIST2H3C","grey","grey"
"HIST2H3D","grey","grey"
"HIST2H4A","grey","grey"
"HIST3H2A","grey","grey"
"HIST3H3","grey","grey"
"HIST4H4","grey","grey"
"HIVEP1","blue","black"
"HIVEP2","grey","grey"
"HIVEP3","turquoise","turquoise"
"HJURP","midnightblue","cyan"
"HK1","turquoise","turquoise"
"HK2","grey","grey"
"HK3","turquoise","turquoise"
"HKDC1","greenyellow","greenyellow"
"HLA-A","grey","grey"
"HLA-B","grey","grey"
"HLA-C","grey","grey"
"HLA-DMA","turquoise","turquoise"
"HLA-DMB","turquoise","turquoise"
"HLA-DOA","turquoise","turquoise"
"HLA-DOB","grey","grey"
"HLA-DPA1","turquoise","turquoise"
"HLA-DPB1","turquoise","turquoise"
"HLA-DQA1","turquoise","turquoise"
"HLA-DQB1","turquoise","turquoise"
"HLA-DQB2","grey","grey"
"HLA-DRA","turquoise","turquoise"
"HLA-DRB1","turquoise","turquoise"
"HLA-DRB5","turquoise","turquoise"
"HLA-E","turquoise","turquoise"
"HLA-F","turquoise","turquoise"
"HLA-G","grey","grey"
"HLCS","grey","grey"
"HLTF","green","black"
"HLX","turquoise","turquoise"
"HM13","grey","grey"
"HMBOX1","blue","black"
"HMBS","purple","purple"
"HMCES","turquoise","turquoise"
"HMG20A","green","black"
"HMG20B","magenta","pink"
"HMGA1","grey","grey"
"HMGB1","cyan","cyan"
"HMGB2","midnightblue","cyan"
"HMGB3","grey","grey"
"HMGCL","grey","grey"
"HMGCR","black","black"
"HMGCS1","grey","grey"
"HMGN1","turquoise","turquoise"
"HMGN2","midnightblue","cyan"
"HMGN3","grey","grey"
"HMGN4","grey","grey"
"HMGN5","grey","grey"
"HMGXB3","grey","grey"
"HMGXB4","cyan","cyan"
"HMHB1","grey","grey"
"HMMR","midnightblue","cyan"
"HMOX1","turquoise","turquoise"
"HMOX2","grey","grey"
"HNMT","turquoise","turquoise"
"HNRNPA0","tan","tan"
"HNRNPA1","green","black"
"HNRNPA1L2","turquoise","turquoise"
"HNRNPA2B1","grey","grey"
"HNRNPA3","black","black"
"HNRNPAB","grey","grey"
"HNRNPC","grey","grey"
"HNRNPD","grey","grey"
"HNRNPDL","turquoise","turquoise"
"HNRNPF","grey","grey"
"HNRNPH1","yellow","black"
"HNRNPH2","black","black"
"HNRNPH3","grey","grey"
"HNRNPK","black","black"
"HNRNPL","grey","grey"
"HNRNPLL","grey","grey"
"HNRNPM","grey","grey"
"HNRNPR","black","black"
"HNRNPU","black","black"
"HNRNPUL1","grey","grey"
"HNRNPUL2","grey","grey"
"HNRNPUL2-BSCL2","grey","grey"
"HOMER1","grey","grey"
"HOMER2","grey","grey"
"HOMER3","grey","grey"
"HOMEZ","grey","grey"
"HOOK1","purple","purple"
"HOOK2","grey","grey"
"HOOK3","pink","pink"
"HOPX","grey","grey"
"HORMAD1","turquoise","turquoise"
"HOXA1","grey","grey"
"HOXA10","grey","grey"
"HOXA2","grey","grey"
"HOXA3","grey","grey"
"HOXA4","grey","grey"
"HOXA5","grey","grey"
"HOXA6","grey","grey"
"HOXA7","grey","grey"
"HOXA9","grey","grey"
"HOXB2","grey","grey"
"HOXB3","grey","grey"
"HOXB4","grey","grey"
"HOXB5","grey","grey"
"HOXB6","grey","grey"
"HOXB7","grey","grey"
"HP","grey","grey"
"HP1BP3","cyan","cyan"
"HPCAL1","grey","grey"
"HPCAL4","greenyellow","greenyellow"
"HPD","grey","grey"
"HPDL","pink","pink"
"HPGD","grey","grey"
"HPGDS","grey","grey"
"HPR","grey","grey"
"HPRT1","black","black"
"HPS1","magenta","pink"
"HPS3","grey","grey"
"HPS4","turquoise","turquoise"
"HPS5","red","black"
"HPS6","grey","grey"
"HPSE","turquoise","turquoise"
"HPX","grey","grey"
"HRAS","brown","pink"
"HRH2","turquoise","turquoise"
"HRH4","grey","grey"
"HS1BP3","turquoise","turquoise"
"HS2ST1","black","black"
"HS3ST1","grey","grey"
"HS3ST3B1","grey","grey"
"HS6ST1","grey","grey"
"HSBP1","grey","grey"
"HSBP1L1","grey","grey"
"HSCB","grey","grey"
"HSD11B1","grey","grey"
"HSD11B1L","grey","grey"
"HSD11B2","grey","grey"
"HSD17B1","yellow","black"
"HSD17B10","magenta","pink"
"HSD17B11","grey","grey"
"HSD17B12","black","black"
"HSD17B13","grey","grey"
"HSD17B14","grey","grey"
"HSD17B3","grey","grey"
"HSD17B4","grey","grey"
"HSD17B6","turquoise","turquoise"
"HSD17B7","grey","grey"
"HSD17B8","turquoise","turquoise"
"HSD3B7","grey","grey"
"HSDL1","grey","grey"
"HSDL2","black","black"
"HSF1","magenta","pink"
"HSF2","grey","grey"
"HSF2BP","grey","grey"
"HSF4","brown","pink"
"HSF5","grey","grey"
"HSH2D","turquoise","turquoise"
"HSP90AA1","black","black"
"HSP90AB1","green","black"
"HSP90B1","grey","grey"
"HSPA12B","grey","grey"
"HSPA13","black","black"
"HSPA14","black","black"
"HSPA1A","grey","grey"
"HSPA1B","grey","grey"
"HSPA1L","grey","grey"
"HSPA2","grey","grey"
"HSPA4","black","black"
"HSPA4L","turquoise","turquoise"
"HSPA5","grey","grey"
"HSPA6","turquoise","turquoise"
"HSPA8","black","black"
"HSPA9","black","black"
"HSPB1","grey","grey"
"HSPB11","yellow","black"
"HSPB6","grey","grey"
"HSPB9","grey","grey"
"HSPBAP1","pink","pink"
"HSPBP1","pink","pink"
"HSPD1","black","black"
"HSPE1","tan","tan"
"HSPG2","grey","grey"
"HSPH1","black","black"
"HTATIP2","turquoise","turquoise"
"HTATSF1","black","black"
"HTR1F","grey","grey"
"HTR2B","lightcyan","lightcyan"
"HTR6","grey","grey"
"HTR7","turquoise","turquoise"
"HTRA1","salmon","salmon"
"HTRA2","pink","pink"
"HTRA3","grey","grey"
"HTRA4","grey","grey"
"HTT","blue","black"
"HUS1","grey","grey"
"HUS1B","grey","grey"
"HUWE1","green","black"
"HVCN1","turquoise","turquoise"
"HYAL1","grey","grey"
"HYAL2","grey","grey"
"HYAL3","grey","grey"
"HYI","brown","pink"
"HYLS1","grey","grey"
"HYOU1","grey","grey"
"HYPK","grey","grey"
"IAH1","grey","grey"
"IARS","green","black"
"IARS2","black","black"
"IBA57","grey","grey"
"IBTK","red","black"
"ICA1","grey","grey"
"ICA1L","grey","grey"
"ICAM1","turquoise","turquoise"
"ICAM2","grey","grey"
"ICAM3","grey","grey"
"ICAM5","grey","grey"
"ICE1","blue","black"
"ICE2","red","black"
"ICK","grey","grey"
"ICMT","grey","grey"
"ICOS","greenyellow","greenyellow"
"ICOSLG","grey","grey"
"ID1","grey","grey"
"ID2","turquoise","turquoise"
"ID3","salmon","salmon"
"IDE","red","black"
"IDH1","grey","grey"
"IDH2","cyan","cyan"
"IDH3A","grey","grey"
"IDH3B","magenta","pink"
"IDH3G","magenta","pink"
"IDI1","grey","grey"
"IDI2","grey","grey"
"IDNK","grey","grey"
"IDS","grey","grey"
"IDUA","brown","pink"
"IER2","grey","grey"
"IER3","turquoise","turquoise"
"IER3IP1","brown","pink"
"IER5","turquoise","turquoise"
"IER5L","grey","grey"
"IFFO1","brown","pink"
"IFFO2","grey","grey"
"IFI16","grey","grey"
"IFI27","purple","purple"
"IFI27L1","grey","grey"
"IFI27L2","grey","grey"
"IFI30","turquoise","turquoise"
"IFI35","turquoise","turquoise"
"IFI44","turquoise","turquoise"
"IFI44L","turquoise","turquoise"
"IFI6","grey","grey"
"IFIH1","grey","grey"
"IFIT1","turquoise","turquoise"
"IFIT1B","purple","purple"
"IFIT2","turquoise","turquoise"
"IFIT3","turquoise","turquoise"
"IFIT5","grey","grey"
"IFITM1","greenyellow","greenyellow"
"IFITM10","grey","grey"
"IFITM2","grey","grey"
"IFITM3","grey","grey"
"IFITM5","grey","grey"
"IFNAR1","pink","pink"
"IFNAR2","grey","grey"
"IFNB1","grey","grey"
"IFNG","greenyellow","greenyellow"
"IFNGR1","turquoise","turquoise"
"IFNGR2","turquoise","turquoise"
"IFNK","turquoise","turquoise"
"IFNL1","grey","grey"
"IFNLR1","grey","grey"
"IFRD1","grey","grey"
"IFRD2","pink","pink"
"IFT122","turquoise","turquoise"
"IFT140","pink","pink"
"IFT172","grey","grey"
"IFT20","grey","grey"
"IFT22","turquoise","turquoise"
"IFT27","grey","grey"
"IFT43","turquoise","turquoise"
"IFT46","turquoise","turquoise"
"IFT52","grey","grey"
"IFT57","grey","grey"
"IFT74","green","black"
"IFT80","midnightblue","cyan"
"IFT81","turquoise","turquoise"
"IFT88","grey","grey"
"IGBP1","tan","tan"
"IGF1R","turquoise","turquoise"
"IGF2","salmon","salmon"
"IGF2BP2","grey","grey"
"IGF2BP3","grey","grey"
"IGF2R","turquoise","turquoise"
"IGFALS","grey","grey"
"IGFBP2","grey","grey"
"IGFBP3","salmon","salmon"
"IGFBP4","salmon","salmon"
"IGFBP5","salmon","salmon"
"IGFBP6","grey","grey"
"IGFBP7","grey","grey"
"IGFLR1","grey","grey"
"IGHMBP2","brown","pink"
"IGIP","grey","grey"
"IGLL1","turquoise","turquoise"
"IGLL5","salmon","salmon"
"IGLON5","grey","grey"
"IGSF10","grey","grey"
"IGSF22","grey","grey"
"IGSF3","purple","purple"
"IGSF6","turquoise","turquoise"
"IGSF8","brown","pink"
"IGSF9","grey","grey"
"IGSF9B","grey","grey"
"IK","grey","grey"
"IKBIP","grey","grey"
"IKBKB","grey","grey"
"IKBKE","grey","grey"
"IKBKG","turquoise","turquoise"
"IKZF1","grey","grey"
"IKZF2","grey","grey"
"IKZF3","greenyellow","greenyellow"
"IKZF4","grey","grey"
"IKZF5","black","black"
"IL10","salmon","salmon"
"IL10RA","turquoise","turquoise"
"IL10RB","turquoise","turquoise"
"IL11RA","brown","pink"
"IL12A","grey","grey"
"IL12RB1","turquoise","turquoise"
"IL12RB2","grey","grey"
"IL13","grey","grey"
"IL13RA1","turquoise","turquoise"
"IL15","turquoise","turquoise"
"IL15RA","grey","grey"
"IL16","grey","grey"
"IL17B","grey","grey"
"IL17C","grey","grey"
"IL17D","grey","grey"
"IL17RA","turquoise","turquoise"
"IL17RB","grey","grey"
"IL17RC","grey","grey"
"IL17RE","grey","grey"
"IL18","grey","grey"
"IL18BP","grey","grey"
"IL18R1","grey","grey"
"IL18RAP","grey","grey"
"IL1A","grey","grey"
"IL1B","grey","grey"
"IL1R1","grey","grey"
"IL1R2","turquoise","turquoise"
"IL1RAP","grey","grey"
"IL1RL1","grey","grey"
"IL1RN","turquoise","turquoise"
"IL20RB","grey","grey"
"IL21R","greenyellow","greenyellow"
"IL23A","grey","grey"
"IL24","greenyellow","greenyellow"
"IL26","greenyellow","greenyellow"
"IL27","turquoise","turquoise"
"IL27RA","grey","grey"
"IL2RA","grey","grey"
"IL2RB","greenyellow","greenyellow"
"IL2RG","grey","grey"
"IL31","grey","grey"
"IL31RA","turquoise","turquoise"
"IL32","greenyellow","greenyellow"
"IL33","salmon","salmon"
"IL34","salmon","salmon"
"IL37","grey","grey"
"IL3RA","grey","grey"
"IL4","grey","grey"
"IL4I1","turquoise","turquoise"
"IL4R","turquoise","turquoise"
"IL5","grey","grey"
"IL5RA","grey","grey"
"IL6R","turquoise","turquoise"
"IL6ST","turquoise","turquoise"
"IL7","purple","purple"
"IL7R","greenyellow","greenyellow"
"IL9R","grey","grey"
"ILDR1","grey","grey"
"ILDR2","grey","grey"
"ILF2","grey","grey"
"ILF3","pink","pink"
"ILK","brown","pink"
"ILKAP","grey","grey"
"ILVBL","magenta","pink"
"IMMP1L","turquoise","turquoise"
"IMMP2L","lightcyan","lightcyan"
"IMMT","black","black"
"IMP3","tan","tan"
"IMP4","pink","pink"
"IMPA1","red","black"
"IMPA2","grey","grey"
"IMPACT","grey","grey"
"IMPAD1","black","black"
"IMPDH1","green","black"
"IMPDH2","tan","tan"
"IMPG2","grey","grey"
"INAFM1","magenta","pink"
"INCA1","grey","grey"
"INCENP","midnightblue","cyan"
"INF2","brown","pink"
"ING1","grey","grey"
"ING2","grey","grey"
"ING3","grey","grey"
"ING4","grey","grey"
"ING5","turquoise","turquoise"
"INHA","grey","grey"
"INHBA","grey","grey"
"INHBC","turquoise","turquoise"
"INIP","red","black"
"INO80","blue","black"
"INO80B","brown","pink"
"INO80C","turquoise","turquoise"
"INO80D","blue","black"
"INO80E","brown","pink"
"INPP1","grey","grey"
"INPP4A","grey","grey"
"INPP4B","grey","grey"
"INPP5A","grey","grey"
"INPP5B","grey","grey"
"INPP5D","grey","grey"
"INPP5E","brown","pink"
"INPP5F","blue","black"
"INPP5K","red","black"
"INPPL1","brown","pink"
"INSIG1","grey","grey"
"INSIG2","yellow","black"
"INSL3","grey","grey"
"INSL5","grey","grey"
"INSL6","pink","pink"
"INSR","grey","grey"
"INTS1","brown","pink"
"INTS10","grey","grey"
"INTS12","black","black"
"INTS2","red","black"
"INTS3","grey","grey"
"INTS4","blue","black"
"INTS5","pink","pink"
"INTS6","blue","black"
"INTS6L","blue","black"
"INTS7","green","black"
"INTS8","red","black"
"INTS9","green","black"
"INTU","grey","grey"
"INVS","yellow","black"
"IP6K1","pink","pink"
"IP6K2","turquoise","turquoise"
"IPCEF1","turquoise","turquoise"
"IPMK","pink","pink"
"IPO11","green","black"
"IPO13","grey","grey"
"IPO4","grey","grey"
"IPO5","black","black"
"IPO7","black","black"
"IPO8","red","black"
"IPO9","green","black"
"IPP","purple","purple"
"IPPK","grey","grey"
"IQCB1","green","black"
"IQCC","yellow","black"
"IQCD","grey","grey"
"IQCE","turquoise","turquoise"
"IQCG","grey","grey"
"IQCH","blue","black"
"IQCK","grey","grey"
"IQGAP1","turquoise","turquoise"
"IQGAP2","blue","black"
"IQGAP3","midnightblue","cyan"
"IQSEC1","turquoise","turquoise"
"IQSEC2","turquoise","turquoise"
"IQSEC3","grey","grey"
"IRAK1","turquoise","turquoise"
"IRAK1BP1","turquoise","turquoise"
"IRAK2","grey","grey"
"IRAK3","grey","grey"
"IRAK4","grey","grey"
"IREB2","red","black"
"IRF1","grey","grey"
"IRF2","turquoise","turquoise"
"IRF2BP1","pink","pink"
"IRF2BP2","grey","grey"
"IRF2BPL","grey","grey"
"IRF3","brown","pink"
"IRF4","turquoise","turquoise"
"IRF5","turquoise","turquoise"
"IRF6","grey","grey"
"IRF7","grey","grey"
"IRF8","turquoise","turquoise"
"IRF9","turquoise","turquoise"
"IRGC","grey","grey"
"IRGM","grey","grey"
"IRGQ","grey","grey"
"IRS1","grey","grey"
"IRS2","grey","grey"
"IRX1","grey","grey"
"IRX3","grey","grey"
"IRX5","grey","grey"
"ISCA1","grey","grey"
"ISCA2","grey","grey"
"ISCU","grey","grey"
"ISG15","grey","grey"
"ISG20","greenyellow","greenyellow"
"ISG20L2","grey","grey"
"ISLR","salmon","salmon"
"ISM1","grey","grey"
"ISOC1","grey","grey"
"ISOC2","pink","pink"
"IST1","grey","grey"
"ISY1","grey","grey"
"ISYNA1","pink","pink"
"ITCH","blue","black"
"ITFG1","magenta","pink"
"ITFG2","yellow","black"
"ITGA1","grey","grey"
"ITGA10","grey","grey"
"ITGA11","grey","grey"
"ITGA2","grey","grey"
"ITGA2B","purple","purple"
"ITGA3","grey","grey"
"ITGA4","blue","black"
"ITGA5","grey","grey"
"ITGA6","green","black"
"ITGA7","turquoise","turquoise"
"ITGA8","salmon","salmon"
"ITGA9","grey","grey"
"ITGAD","grey","grey"
"ITGAE","grey","grey"
"ITGAL","turquoise","turquoise"
"ITGAM","turquoise","turquoise"
"ITGAV","grey","grey"
"ITGAX","turquoise","turquoise"
"ITGB1","blue","black"
"ITGB1BP1","grey","grey"
"ITGB1BP2","turquoise","turquoise"
"ITGB2","turquoise","turquoise"
"ITGB3","purple","purple"
"ITGB3BP","red","black"
"ITGB4","grey","grey"
"ITGB5","grey","grey"
"ITGB7","turquoise","turquoise"
"ITGB8","grey","grey"
"ITIH2","grey","grey"
"ITIH3","grey","grey"
"ITIH4","grey","grey"
"ITK","greenyellow","greenyellow"
"ITLN1","purple","purple"
"ITM2A","turquoise","turquoise"
"ITM2B","grey","grey"
"ITM2C","turquoise","turquoise"
"ITPA","pink","pink"
"ITPK1","turquoise","turquoise"
"ITPKA","turquoise","turquoise"
"ITPKB","grey","grey"
"ITPKC","grey","grey"
"ITPR1","blue","black"
"ITPR2","blue","black"
"ITPR3","greenyellow","greenyellow"
"ITPRIP","turquoise","turquoise"
"ITPRIPL1","grey","grey"
"ITPRIPL2","grey","grey"
"ITSN1","turquoise","turquoise"
"ITSN2","blue","black"
"IVD","pink","pink"
"IVNS1ABP","grey","grey"
"IWS1","yellow","black"
"IZUMO4","brown","pink"
"JADE1","black","black"
"JADE2","grey","grey"
"JADE3","green","black"
"JAG1","grey","grey"
"JAG2","grey","grey"
"JAGN1","grey","grey"
"JAK1","blue","black"
"JAK2","turquoise","turquoise"
"JAK3","grey","grey"
"JAKMIP1","greenyellow","greenyellow"
"JAKMIP2","grey","grey"
"JAM2","purple","purple"
"JAM3","grey","grey"
"JAML","turquoise","turquoise"
"JARID2","turquoise","turquoise"
"JAZF1","turquoise","turquoise"
"JCHAIN","salmon","salmon"
